Date,Aggregate,Fridge,Chest Freezer,Upright Freezer,Tumble Dryer,Washing Machine,Dishwasher,Computer Site,Television Site,Electric Heater,tavg
2013-10-09,5192.675555555556,132.1,173.5825,304.2475,5.136666666666667,0.0,0.0,0.0,75.92611111111111,10.891666666666667,11.2
2013-10-10,14250.194444444445,399.34166666666664,353.4725,791.6983333333334,0.3377777777777778,0.0,872.9552777777778,29.070555555555554,162.79861111111111,23.988055555555555,8.8
2013-10-11,5666.059166666667,319.6977777777778,378.2936111111111,638.8972222222222,0.0,0.0,0.0,0.0,1.4894444444444443,23.995833333333334,10.7
2013-10-12,5169.675277777778,302.9377777777778,370.58444444444444,592.3997222222222,0.0,0.0,0.0,0.0,1.5516666666666667,23.976944444444445,11.6
2013-10-13,5147.283055555556,276.675,362.1066666666667,607.3608333333333,0.0,0.0,0.0,0.0,1.495277777777778,23.986944444444447,10.6
2013-10-14,5891.088333333333,259.65583333333336,365.8805555555556,615.0158333333334,0.0,0.0,0.0,0.0,1.49,23.985555555555557,9.4
2013-10-15,7655.451944444445,249.26305555555555,351.5286111111111,553.0219444444444,0.0,0.0,0.0038888888888888888,0.0,1.5552777777777778,23.990833333333335,10.5
2013-10-16,6006.416111111112,251.7186111111111,344.29027777777776,557.48,0.0,0.0,0.0,0.0,1.5266666666666666,24.0,9.6
2013-10-17,11045.885555555556,246.415,367.985,569.2208333333333,0.0,0.0,0.0,0.0,1.518888888888889,23.986666666666668,12.4
2013-10-18,5207.886666666666,292.55055555555555,372.53222222222223,570.1308333333334,0.0,0.0,0.0,0.0,1.475,24.0,12.1
2013-10-19,4452.834444444445,278.56361111111113,381.41833333333335,560.0980555555556,0.0,0.0,0.0,0.0,1.4919444444444445,23.986944444444443,14.0
2013-10-20,7943.649166666667,278.44694444444445,388.68194444444447,572.4188888888889,0.0,0.0,0.0,0.0,1.5252777777777777,23.954166666666666,13.6
2013-10-21,5122.772777777778,257.68944444444446,365.2322222222222,579.9038888888889,0.0,0.0,0.0,0.0,1.4980555555555555,23.977777777777778,14.3
2013-10-22,8314.291388888889,314.4922222222222,405.9488888888889,592.7102777777778,0.0,0.006944444444444445,0.0,37.403055555555554,75.13,23.979444444444447,15.8
2013-10-23,13842.442777777778,427.7008333333333,392.1986111111111,714.4691666666666,114.00805555555556,1087.8955555555556,0.4266666666666667,43.485277777777775,214.21444444444444,24.0,12.7
2013-10-24,14592.699166666667,420.1541666666667,399.4738888888889,782.4919444444445,373.9816666666667,263.4586111111111,0.0,13.209722222222222,99.65277777777779,23.984444444444446,11.3
2013-10-25,11200.955555555556,447.4063888888889,427.8077777777778,708.3302777777778,0.0,0.0,892.4505555555555,32.47694444444444,223.6927777777778,23.982222222222223,14.8
2013-10-26,9584.338055555556,381.79027777777776,422.23333333333335,695.7969444444444,0.0,285.62333333333333,0.02666666666666667,11.023055555555556,144.35777777777778,22.987222222222222,14.6
2013-10-27,13889.436944444444,493.9002777777778,391.22222222222223,734.6519444444444,470.8186111111111,530.3586111111111,0.0,126.24361111111111,283.84222222222223,24.98777777777778,12.3
2013-10-28,12046.646944444445,409.6802777777778,398.80111111111114,612.1505555555556,157.55916666666667,277.8497222222222,0.0,67.66388888888889,120.89611111111111,23.996666666666666,10.1
2013-10-29,16601.265555555554,406.7238888888889,370.48833333333334,672.1677777777778,0.0,671.3863888888889,931.5913888888889,13.129722222222222,84.01333333333334,23.999166666666667,8.7
2013-10-30,16806.735,415.17055555555555,350.46833333333336,754.9566666666667,0.6466666666666667,336.70972222222224,0.0,0.0,132.5336111111111,23.995,9.6
2013-10-31,12145.807222222222,420.81333333333333,345.7247222222222,639.3413888888889,0.0,279.6452777777778,896.4502777777778,61.91694444444445,81.27666666666667,23.987222222222222,10.8
2013-11-01,9172.145833333334,425.10611111111115,367.33805555555557,645.2219444444445,261.91277777777776,0.0,0.0,13.798333333333334,90.92722222222223,23.99638888888889,10.5
2013-11-02,9989.01,357.07166666666666,366.3688888888889,640.2508333333334,0.0,290.3038888888889,0.0,52.86222222222222,139.01527777777778,23.985277777777778,9.6
2013-11-03,15610.343333333334,400.3377777777778,358.27,804.6380555555555,0.0,284.5938888888889,929.2825,79.50472222222223,235.28444444444446,23.97888888888889,7.7
2013-11-04,14883.29,361.5375,318.5183333333333,595.0680555555556,0.0,299.2580555555556,0.0,49.849722222222226,136.46166666666667,23.990833333333335,5.8
2013-11-05,11185.153055555556,364.0058333333333,323.61333333333334,614.3702777777778,0.0,0.0,0.0,41.59388888888889,253.55416666666667,23.98888888888889,6.9
2013-11-06,9883.694166666666,360.0627777777778,359.05527777777775,618.0569444444444,0.0,0.0,930.6763888888888,16.665555555555557,183.30194444444444,23.976388888888888,9.1
2013-11-07,3476.3580555555554,157.82361111111112,131.98277777777778,342.3588888888889,0.0,321.7208333333333,0.0,0.0,1.4091666666666667,10.054166666666667,8.2
2013-11-08,16937.716111111113,306.57694444444445,1346.1325000000002,520.7425,0.43333333333333335,0.0,914.8241666666667,0.0,87.12388888888889,37.94166666666667,6.7
2013-11-09,17045.505,396.7,291.49666666666667,629.3497222222222,0.0,0.0,933.2427777777777,27.899722222222223,111.60333333333332,2558.738611111111,5.2
2013-11-10,22854.111944444445,418.32138888888886,307.1813888888889,730.4888888888888,0.06666666666666667,684.2716666666666,867.9197222222222,59.30166666666667,228.55388888888888,10390.616666666667,5.1
2013-11-11,16726.2225,410.8327777777778,331.4322222222222,714.1230555555555,0.0,0.0,0.0,18.419166666666666,125.065,6324.685555555556,10.3
2013-11-12,20144.256666666668,409.75083333333333,369.86027777777775,654.5880555555556,0.0,558.6869444444444,920.0602777777777,39.82888888888889,114.17166666666667,5481.969166666667,8.7
2013-11-13,19111.43361111111,387.63166666666666,310.29305555555555,642.6588888888889,205.46694444444444,312.42277777777775,0.0,49.32138888888889,197.65555555555557,5984.0025,6.5
2013-11-14,22890.570277777777,427.90166666666664,331.5752777777778,716.7391666666666,11.644444444444444,299.18,919.0347222222222,56.554722222222225,198.66805555555555,6004.025833333333,5.75
2013-11-15,19532.510555555556,414.0572222222222,332.12944444444446,658.7761111111112,157.5822222222222,328.3052777777778,19.919722222222223,22.855,178.01916666666668,7238.370277777778,5.0
2013-11-16,18013.260555555556,383.8388888888889,343.2863888888889,632.3625,217.40083333333334,0.0,953.4555555555555,27.515833333333333,21.465555555555557,5942.415277777778,8.5
2013-11-17,19089.23222222222,429.3155555555556,334.4455555555556,604.5463888888889,0.0,0.0,0.0,90.12305555555555,164.9988888888889,5711.186944444445,8.8
2013-11-18,15895.5425,389.9413888888889,355.2316666666667,737.1952777777778,0.0,0.005555555555555556,0.0,38.136944444444445,180.04583333333335,5520.543888888889,7.7
2013-11-19,21867.24472222222,387.94916666666666,292.565,605.6338888888889,0.5333333333333333,675.19,954.9183333333334,41.49,20.996111111111112,6027.392777777778,2.0
2013-11-20,17167.305,345.4761111111111,307.7033333333333,617.5938888888888,0.0030555555555555557,0.0,0.0,9.74638888888889,1.4491666666666667,4881.410555555555,4.4
2013-11-21,18741.064166666667,379.71972222222223,334.40833333333336,681.1680555555556,20.808611111111112,0.0,0.0,14.911111111111111,88.35972222222223,3672.610833333333,5.8
2013-11-22,21017.020833333332,388.5625,331.7077777777778,797.5480555555556,634.5980555555556,971.9227777777778,0.0,75.29333333333334,345.14416666666665,6163.861666666667,4.1
2013-11-23,20310.146944444445,384.20222222222225,306.87583333333333,637.21,0.3688888888888889,338.3536111111111,0.0,162.6288888888889,190.30055555555555,6075.4077777777775,2.4
2013-11-24,20529.12722222222,428.70944444444444,316.2158333333333,630.6647222222222,7.472222222222222,0.0,988.71,138.6275,158.52416666666667,6103.5425000000005,5.5
2013-11-25,16728.61388888889,459.7808333333333,324.2758333333333,708.8708333333333,0.0,298.9475,0.0,45.3225,208.56805555555556,6529.967777777778,3.8
2013-11-26,18666.207777777778,283.78555555555556,255.6525,576.8191666666667,0.0,313.65277777777777,0.0,0.0,188.3563888888889,2748.773611111111,3.9
2013-11-27,20305.666944444445,407.9555555555556,328.6113888888889,733.7075,341.38,687.6269444444445,971.9947222222222,54.61388888888889,184.13055555555556,5112.514166666667,9.3
